2023-11-13T00:40:52.451-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T00:40:52.455-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T00:40:52.500-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T00:40:53.141-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T00:40:53.141-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T00:40:53.367-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T00:40:53.487-03:00  INFO 17044 --- [SpringApplicationShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2023-11-13T00:45:03.924-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.926-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.959-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.960-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.994-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.996-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.030-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.032-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.065-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.067-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.100-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.102-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.135-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.138-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.170-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.173-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.207-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.209-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.243-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.245-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.279-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.280-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.315-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.316-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.351-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.352-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.386-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.388-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.421-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.423-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.456-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.458-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.491-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.493-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:04.527-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:04.529-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
